,stationcode_list_excluded,stationname_list_excluded
0,756374,MOHONK LAKE
1,726130,MOUNT WASHINGTON
2,756361,BRIDGEHAMPTON
3,725080,HARTFORD/BRADLEY INT
4,756387,WALDEN 1 ESE
5,756384,TROY L&D
6,720353,CHARLOTTEBURG RSVR
7,725060,NANTUCKET
8,720534,CORNWALL
9,725020,NEWARK/INT'L-ARPT---
10,725040,BRIDGEPORT/SIKORSKY
11,756051,FALLS VILLAGE
12,720533,CHELSEA
13,720373,GLOVERSVILLE
14,756211,GREAT BARRINGTON 5 S
15,756380,SARATOGA SPRINGS 4 S
16,756390,YORKTOWN HEIGHTS 1 W
