,stationcode_list_excluded,stationname_list_excluded
0,726130,MOUNT WASHINGTON
1,725020,NEWARK/INT'L-ARPT---
2,725060,NANTUCKET
3,725080,HARTFORD/BRADLEY INT
4,725040,BRIDGEPORT/SIKORSKY
