,stationcode_list_excluded,stationname_list_excluded
0,720533,CHELSEA
1,756387,WALDEN 1 ESE
2,756374,MOHONK LAKE
3,725060,NANTUCKET
4,756390,YORKTOWN HEIGHTS 1 W
5,756361,BRIDGEHAMPTON
6,756384,TROY L&D
7,756380,SARATOGA SPRINGS 4 S
8,756211,GREAT BARRINGTON 5 S
9,720534,CORNWALL
10,725020,NEWARK/INT'L-ARPT---
11,725080,HARTFORD/BRADLEY INT
12,720373,GLOVERSVILLE
13,726130,MOUNT WASHINGTON
14,756051,FALLS VILLAGE
15,725040,BRIDGEPORT/SIKORSKY
16,720353,CHARLOTTEBURG RSVR
