,stationcode_list_excluded,stationname_list_excluded
0,725060,NANTUCKET
1,726130,MOUNT WASHINGTON
2,725080,HARTFORD/BRADLEY INT
3,725020,NEWARK/INT'L-ARPT---
4,725040,BRIDGEPORT/SIKORSKY
